case_id,source_tweet_id,sampling_bucket,customer_message,apple_response,customer_followup,annotator_intent,conversation_state,expected_action,confidence,notes,risk_flags,backup_restore_related,data_loss,secondary_intent,feedback_request,customer_claim,observed_symptom,confirmed_cause,working_hypothesis,annotation_provenance,annotation_reason,taxonomy_gap
APPLE_GOLD_0043,2617079,APP_SERVICE,"Hey @AppleSupport this is absolutely ridiculous. Over 2 hours with you on the phone and you miraculously drop my call &amp; don’t call back?

YOU screwed up my Apple ID &amp; I am now forced to repurchase a $400 application that enables me to do my job. Something doesn’t seem right here. https://t.co/4JyryRX2tY",@739678 Send us a DM and let us know you're country. We'll be happy to have a look into what went wrong. https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,TROUBLESHOOTING,ESCALATE,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0044,1418595,APP_SERVICE,"@AppleSupport This has came up, it's saying that I made an in app purchase for coins. I had a subscription for this app before but I cancelled it as I no longer use this app and I never made an in app purchase with this app.. how can I sort this without paying for something I didn't do?? https://t.co/WUg3npRQqc",@449731 We appreciate the additional info. You should contact our iTunes Store team directly for help: https://t.co/SDIe7UiyJN,,PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0045,2286865,APP_SERVICE,"Seriously @AppleSupport?

I've restored from backup SEVEN DIFFERENT WAYS so sending me instructions on how to restore is both *unhelpful* and *insulting*.

The issue is the restored (new) iphone is missing data from the old iPhone. Tried 2 computers + iTunes &amp; iCloud

#BadService https://t.co/QJrElWMuRY",@654854 We want to get this sorted so you can start enjoying your new iPhone. Send us a DM and we can check with you on what data is missing on the new iPhone. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0046,564019,APP_SERVICE,"@AppleSupport I have an app (on my iPad, not iPhone) that’s no longer available on the Canadian store. It is on the US one. Is there a way 2 determine if we’ll ever see it in Canada again? It’s called “PhotoJoiner” by https://t.co/5GMP1lI7HR. Selecting change stores doesn’t work. https://t.co/PcdIyADTHR","@252085 For determining if an app would be back on a certain countries App Store, you will want to reach out to the developer of that app for more info.",,APP_SERVICE,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0047,2631500,APP_SERVICE,"Pour ceux qui ont un #iPhone7 et qui ont #iOS11 , est-ce que vois avez ce bug qui fait que quand une app du doc se noirci comme ça, et qu'on fait rien, la page d'accueil et le bouton home ne répondent plus, et on ne peux plus ouvris d'app, même avec Siri. @AppleSupport @101553 https://t.co/nvv7W7ej9d",@743062 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,APP_SERVICE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0048,2285356,APP_SERVICE,"does anybody know how to actually download this onto my computer? I got it on my phone, but on iTunes on laptop says they're all purchased, but when I play it is only the 1:30 preview. and if I click 'check for downloads' it says there is nothing D: @AppleSupport @118721 #rep https://t.co/2ZWubBSNuZ","@664104 Thanks for reaching out about this situation. Let’s team up to get this addressed so you can enjoy that album in its entirety on your computer. If you follow the steps from this article, are you able to download the album? https://t.co/I39AyMJNgb","@AppleSupport Yes, thank you! Last time I tried that only a very select few albums purchased only pre-2009 appeared but when I clicked 'Family Purchases' the rest and #reputation appeared so thanks.",PURCHASE_BILLING,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0049,2210652,APP_SERVICE,"My iPhone 6 iOS 11.1.2 cannot open the @118936 in Germany, Siri App Search ok. Tried with different accounts, changed time settings and done a full reset. Siri Only with an US Account connecting to US App Store works. Same account ok on iPad. Can you please help @AppleSupport https://t.co/FwJceR2ioq",@646139 We can take a look at this. Have you gotten this same result on other Wi-Fi networks?,"@AppleSupport Yes I have tried on other Wi-Fi networks and via LTE. Using any German app store account (I tried with my son's which works fine on his iPad Mini 3) it fails, it works with a US account.",ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0050,1930553,APP_SERVICE,"@AppleSupport Hi! I’m getting the “Cannot connect to App Store” error, too. I’ve checked the date settings, WiFi is OK... IPhone 7Plus. Also, why don’t we have “¡” and “¿” in our Spanish keyboard? You need to improve the select option, as well because it doesn’t work smoothly https://t.co/k12Vruoon3",@574477 We want to look a little deeper into this with you. Here's a link to DM us. https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,TROUBLESHOOTING,ESCALATE,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0051,483165,APP_SERVICE,"Bekam jemand von Euch dieses von @AppleSupport mit #ios11 verursachte Problem der #Foto-App gelöst? Ein workaround vielleicht? In der #iCloud sind die Fotos vorhanden, aber kommen nicht zurück aufs #iPhone - bei mir fehlen 10.000 davon seit ios11 #Iphonesucks #iphone6 @216880 https://t.co/ZsmcTMPQtM",@122941 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0052,2968968,APP_SERVICE,"@AppleSupport I’m trying to update my apps, but I can’t because my fucking visa has something wrong with the app store. I’m trying to remove it from my account and also I don’t have a “None” option! I tried to update my visa info. but app store shows that:
How could u help?! https://t.co/h9jiYxXN9m",@818974 We’ve got a team of iTunes Store specialists who will be able to provide you with the best assistance. Reach out to them here: https://t.co/SDIe7UiyJN,"@AppleSupport PLZ, do u have a live support chat available NOW or not?",ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0053,34464,APP_SERVICE,@AppleSupport @115948 Please @AppleSupport I just paused my music to come on to twitter to tell you (still didn’t close the music app). And it forgot my place I only had it paused for about 10 min max... and when I pushed the play button on my headphones it started playing a completely random song.,"@123469 If you're running into issues with Apple Music playback, we'd like to help you out. Please tell us what type of device you use. Also, please let us know what version of the iOS / macOS software you currently have installed. https://t.co/GDrqU22YpT",,DEVICE_HARDWARE,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0054,2499252,APP_SERVICE,"@AppleSupport My device is a iPhone 6s, &amp; I have  iOS 11.1.1 software. Every time I have iMessage available &amp; I send a msg, I get the “Not Delivered” notification. Then the “Sent as Text Message” notification &amp; a green msg bubble shows. Then from that point on I can only send txt msgs.","@713092 Thank you for that information. Is this occurring with all messages, or only with ones to certain contacts? Does the issue persist after you restart following these steps: https://t.co/OWRDHWSt4h",@AppleSupport All messages. &amp; I’ve already tried restarting my phone. It’s still sending as text messages instead of iMessages.,APP_SERVICE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0055,2422538,APP_SERVICE,"@AppleSupport Yes got the app, it doesn't display my library which I add via iTunes desktop. The movie tab on iTunes is basically useless right? TV app doesn't find content. What will? Given the $$ of this thing, wonder this is so cumbersome. How do customers tolerate this? https://t.co/J82U6y5PLT",@695789 The TV app should let you access TV shows and Movies from your iTunes Library. When you open the app do you see your videos there? DM us the answer and we'll continue there. https://t.co/GDrqU2kzhr,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0056,693923,APP_SERVICE,"Wow votre daube a 1159€ @115858 #iPhoneX !! Pas mal. J'ai pas réussi en 15 munutes à comprendre comment fermer une app pour la debuguer. Ensuite la colorimétrie des photos est totalement fausse. Mon @161452 a 250 balles fait mieux. Allez, essayez encore. Ou pas en fait.. :D https://t.co/nmu2DkjzQ1",@285456 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,,APP_SERVICE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0057,637458,APP_SERVICE,@AppleSupport I can get on and listen to all of my podcasts and it shows the top 10 episodes on the main itunes page as well as the normal top 100 chart for general podcasts but gives me nothing for the 'top episodes' chart including when I try to refine it by category i.e. https://t.co/fEMBUdD43z,@271148 Thanks for that info. Go ahead and reach out to us in DM and let us know what country you're located in so we can look into this further. https://t.co/GDrqU22YpT,,APP_SERVICE,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0058,563071,APP_SERVICE,"@AppleSupport really, Apple? I reset bc iTunes couldn’t stream to my Apple TV without static interruption all of a sudden, and on boot up I’m greeted w “setting up Mac” – and you erase my applications, and the dock? You guys are so sloppy these days. MacBook is now useless. https://t.co/HaFrztfm4Z",@251809 We're here to help. Please meet with us in DM. https://t.co/GDrqU22YpT,@AppleSupport I’ve got shit to do. I can’t call you guys every single time you run another buggy update. This is unacceptable.,APP_SERVICE,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0059,556178,APP_SERVICE,"@115858 @AppleSupport I'm facing an issue on my Apple watch, with the chronograph app, when I stop it, with the seconds hand on the white number, in this case the 50, it shows the number of the previous second, as you see, 49.#bug #applewatch #apple #time #cronograph #watch https://t.co/74GZgXaP9A","@249920 Let us look into that together. Please send us a DM, we'll pick it up from there. https://t.co/GDrqU22YpT",,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0060,447452,APP_SERVICE,"#ThursdayThoughts:

Another fun day on the #ios #Hindenburg. As of lunchtime …

17 app crashes 
9 failed launches 
4 drop’d calls
Battery gauge all over map. Again. 

I dare #timcook to trying using my #iPhone for just 1 week. 

Total failure,  @115858. You are now GM 1980. https://t.co/I6dRHFFnNs",@220981 Please meet up with us in DM. We'd like to hear more about what you're experiencing and help get it all resolved for you. You can reach us at the link below. https://t.co/GDrqU22YpT,,OTHER_UNCLEAR,FAILED_TROUBLESHOOTING,ESCALATE,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0061,2863587,ACCOUNT_ICLOUD,"@AppleSupport @115858 @45871 @2310 @18775 @6376 @109671 @7288 @1112 account under News From Apple. If they aren't legitimate @115858 email address, then why were they on my personal iCloud account? I didn't enter them as contacts. Please confirm which ones are legitimate @115858 email addresses, so that I can block the ones that aren't. https://t.co/ZwcRpL8ykV",@795091 Let's go ahead and meet in DM and we'll continue there. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0062,480629,ACCOUNT_ICLOUD,"@115858 hi @AppleSupport I was finally able to recover my account password &amp; all the contacts attached to it, but not the 13k photos that were on it. An @115858 person reset my phone when this whole mess started &amp; it wasn’t backed up.... any troubleshooting ideas or am I outta luck? https://t.co/OlRCmhduV3","@229227 We know how important your photos are and we want to get you connected to our Photo team for help. Please use this link to get in contact with them: https://t.co/IBIY3vMgPj
Select Apps &amp; Software &gt; iOS apps.",@AppleSupport Apparently they’re lost forever. Thankful for @126 @188 @917 (and daily snaps to @229228 &amp; my saving some pics along the way) so I could save some of my 2017 memories. Now that I have the iCloud set up correctly I shouldn’t ever lose that many pics again...,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0063,2287380,ACCOUNT_ICLOUD,"@AppleSupport no, i downloaded some youtube audios and made a playlist on my imac but anytime i try to add them to my phone it says the files couldn’t be copied bc the icloud music library is turned on on my phone(?), this was the only thing i could do and it’s still not what i need :/ https://t.co/n14ywZiHdf",@387353 Please meet us in DM. We'd like to continue there. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0064,2607732,ACCOUNT_ICLOUD,"@AppleSupport Hi, I don't understand how to put videos &amp; photos that i took with my iPhone X on my windows computer when it's plugged on the computer.
When I do it via iCloud, quality isn't at is best.

Also, when I put videos from my PC on it, only 3 of them synchronize

Thanks https://t.co/TOuf0UG9op","@407240 Congrats on your new iPhone. We can help. To import videos to your computer, you can use this link: https://t.co/KSr0Br9YuG

For moving videos from the computer to your iPhone, do you get any error messages on the computer or your iPhone when trying to transfer them?","@AppleSupport I had an error message the first time but i closed it too fast. Is there a way to make it appear again ?

The other videos are in the same codec and resolution as the videos that are synchronized",ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0065,2277656,ACCOUNT_ICLOUD,"@AppleSupport Constantly prompted to sign back into my Gmail account. To validate the prompt’s legitimacy, I went to input in Accounts &amp; Passwords. But I am not seeing a place to input my password. Am I missing it? I’d rather not remove and re-add, but I don’t trust the prompts. https://t.co/oWG3yi31MB",@267257 Have you tried removing it and re-adding it?,"@AppleSupport “I’d rather not remove and re-add” but if that is my only option, I will. 

Shouldn’t I be able to edit the login credentials in Settings, or is that no longer an option?",ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0066,486268,ACCOUNT_ICLOUD,@230692 @AppleSupport @115858 I got an one saying someone paid $400 for a yoga subscription on my apple acct. when I went to log in it said my acct was locked and asked for my social security number too. had to change my password bc I already put my login in :-( it looks just like https://t.co/p5e9iZduSr!!,@234819 This article may help: https://t.co/ufbG3Gx5bq You can reach out with questions here: https://t.co/UJm15vmMM2,,PURCHASE_BILLING,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,"[""account_compromise"", ""fraud"", ""phishing""]",False,False,PURCHASE_BILLING,False,,,,,,,
APPLE_GOLD_0067,2404909,ACCOUNT_ICLOUD,"@AppleSupport @115858 After installing MacOS High Sierra it won’t allow me to access my homepage, it keeps bumping my password. I’ve spoken to Apple support, wiped the memory and now there’s an error message, please advise. Was on the phone for 2 hrs yesterday trying to sort this. https://t.co/xPo3PylRrx",@496321 Hello. We're here to help. Please send us a DM and we'll assist from there. Thanks. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0068,2780664,ACCOUNT_ICLOUD,"@AppleSupport 11.2.1 i am using right now i don't think you have something better than that?
i am facing so much issues, it already charged me 300 bucks for getting the verification code on other number still not able to login. I was unable to attend my interview coz it hanged. https://t.co/Joo7xMYQV7",@754064 What charged you money? Let us know in Direct Message and we'll take a closer look. https://t.co/GDrqU22YpT,,PURCHASE_BILLING,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0069,2238949,ACCOUNT_ICLOUD,Completely locked out. @115858 @AppleSupport I can remember my username and password. I can't remember the answers I gave to these security questions. Locked out and sent back to start with only 'forgot password' option. Total road block. Total loss of user control over my ID. https://t.co/prU7Sy2VSJ,@652845 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0070,2364536,ACCOUNT_ICLOUD,Right I signed out of my iCloud and then back into it cos my photos were playing up.. now 4000 of my photos have gone missing but it’s showing this on my storage but staying at 1 percent. Does anybody know if my photos are coming back or not? Please help before I kill @115858 https://t.co/MIkXAWnC31,"@682669 Hey, we know how important those photos are. For help on getting them back, please reach out to our Photos experts using this link: https://t.co/IBIY3vMgPj They'll work with you to look into this.",,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0071,2746109,ACCOUNT_ICLOUD,"@AppleSupport that doesn't necessarily address my issue
-i'll try to make a purchase.
-the screen for the purchase will pop up &amp; i'll provide my touch id.
-the purchase will start to process but does not finish. 
-it asks for my apple ID password.
-the purchase fails &amp; says an error occured",@769019 Got it. Tell us please which device and iOS you're currently using. You can check in Settings &gt; General &gt; About &gt; Version.,,OTHER_UNCLEAR,TROUBLESHOOTING,ESCALATE,0.55,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0072,110892,ACCOUNT_ICLOUD,"@140666 @115858 @115888 For keyboard controls if something else claimed them first - eg a YouTube tab - it won’t work. If you launch Spotify first they should work. For spotlight, there’s a history of problems. Do you use multiple accounts? It used to do that for me but then I switched to just one.",@140665  We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0073,548110,ACCOUNT_ICLOUD,@AppleSupport literally 2 in 2 minutes my phone does this(picture). Look like it resets then I have to put my password like I just turn it on. I lose everything I was doing and I can’t use my phone. I’m already mad and I need my phone to work! It’s like this since yesterday https://t.co/dNNPsD2PJK,@247538 We'd like to follow up in DM and take a closer look with you. Let's continue the conversation there. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0074,2957087,ACCOUNT_ICLOUD,"@816260 @346071 @116333 Probably how Mr. “GUEST” keeps popping up on my login screen even after I remove his access &amp; send him on his merry way, locking the door behind him. I’ve always thought that the Keys to Ur Kingdom have a price tag. I’m starting 2 think everyone has a price, except me.",@159327 We'd like to take a look at what is happening. DM us what Mac you're using and also what macOS you have installed. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0075,2794412,ACCOUNT_ICLOUD,"@AppleSupport My iCloud account was auto-updated to two-factor authentication. After submitting the six-digit authentication number, I’m asked for a four-digit “iCloud Security code”. No idea what this is, and clicking on “Forgot Code?” gives me an endless spinner. Thanks. https://t.co/fcZ9mHC1F3",@779816 We can definitely assist with iCloud. Looks like you're getting a message regarding iCloud Keychain: https://t.co/RVPykwGkuI Try restarting your Mac from the Apple menu in the top left. And let us know if this continues. https://t.co/GDrqU22YpT,,ACCOUNT_ICLOUD,TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0076,2838646,ACCOUNT_ICLOUD,"@AppleSupport In the past, I’ve had to remove the email accounts from my iPhone (all 8 of them) and reinstall them. However, that isn’t fixing the issue this time around &amp; the settings menu has changed from the last time I had to do this, so I can’t figure out what I did to fix it last time.","@790005 Got it. So the emails you've deleted are still showing in the inbox, correct? To clarify, does this happen on all 8 email accounts? Also, what's the exact iOS version currently installed?","@AppleSupport Correct. This may happen on all 8 email accounts... I know for sure that it’s happening on my hotmail email account, since there are 500 emails I deleted on my MacBook that continue showing as unread on my iPhone mail app. iOS 11.1.2 is what’s installed currently.",ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0077,2756126,ACCOUNT_ICLOUD,"@AppleSupport 1st issue I had an ongoing case with senior support (sent diagnostics and files several times) before they stopped contacting - devices won’t back up to iCloud. Restored phone and iPad several times, back up would work for a few days then stop working again. https://t.co/QrFmLR9nW9",@771391 We'd like to help look into this a bit further. DM us what country or region you're located in.,,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0078,146695,ACCOUNT_ICLOUD,"@149303 @115858 Still having issues with login after yet another update. Can’t switch between users and the restart/shut down buttons don’t work either. Had to do another hard reset. This is the sort of thing I expect from Microsoft, not Apple. If this is the shape of things to come I may switch","@149302 We'd like to see how we can help. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",,ACCOUNT_ICLOUD,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0079,104190,ACCOUNT_ICLOUD,"@AppleSupport Thanks. Yep I checked that, but neither phone has the other listed as an alternative data source. It’s almost like it’s because they’re both linked to my iCloud account or something. Here’s an example from one of them, the one listed is the same device name. https://t.co/zKVWO3obZj",@138973 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,@AppleSupport Certainly. I’ll collect some screenshots to illustrate the problem and message you later.,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0080,2977683,ACCOUNT_ICLOUD,"@AppleSupport  Ever since U did UR update my Twitter experience has been a nightmare. Nothing is working right. I spend all my time trying 2 correct things &amp; nothing gets corrected. We have 2 phones on 1 account &amp; our photos, memes &amp; gifs became intermingled &amp; I can’t use them.","@821234 Let us help. Are you using their application, or are you visiting their website through a web browser? Send us your answer in a DM, we'll continue there. https://t.co/GDrqU22YpT",,ACCOUNT_ICLOUD,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0081,2041703,CONNECTIVITY,"This would be nice if @115858 would fix the ninth letter of the alphabet so that it doesn’t correct to an exclamation/question mark duo when it stands alone, typically at the beginning of sentences used to refer to oneself. But hey, it’s not my call, only @115858 has the ability to https://t.co/pb6IdhpcD9",@603699 Here’s what you can do as a work around until it’s fixed in a future software update: https://t.co/qODbOsp4wz DM us questions. https://t.co/GDrqU22YpT,,INPUT_DISPLAY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0082,628021,CONNECTIVITY,"@AppleSupport, All incoming calls to my iPhone are automatically rejected when connected to my car’s head unit via Bluetooth; Do not disturb while driving are set manually and are not activated. Can you help me figure out what’s wrong and how to fix it. Screenshots below. Thanks. https://t.co/kgwPl5s9JJ",@268751 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0083,2977488,CONNECTIVITY,"5 hours ago this was ""5 hours and 40 minutes"" @AppleSupport  it's been over 20 hours of trying to reinstall this software. I have things that need to be done, and I'm at a standstill. Yes, I have high-speed internet and a strong connection.  Also pretty sure it's frozen now... 😡 https://t.co/KRMwS1bVQg","@821169 Thanks for reaching out to us for support. That is certainly not the experience that we wanted you to have with your computer, and we are going to do everything we can to help you. When you have a free moment, please DM us so that we can look into this together. https://t.co/GDrqU22YpT",,CONNECTIVITY,FAILED_TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0084,2303479,CONNECTIVITY,"@AppleSupport Not quite sure this makes sense. Watch Series 3, updated to watchOS 4.1, Apple TV updated, fast WiFi...and yet, Remote worked only on the first try yesterday. We love our watches, otherwise. But, my wife is quite disappointed Remote isn’t working. Any fix for this? https://t.co/E0URHOf9ox","@440654 We'll do everything we can to help out. Does rebooting the Apple TV make any difference? If not, we'll want to get you to the Apple TV experts here: https://t.co/IBIY3vMgPj","@AppleSupport No, it doesn’t, unfortunately. The same thing usually happens with the Remote/Apple TV remote apps on both of our iPhones. More often than not, the apps don’t connect to or even detect the TV. Only thing that works all the time is the remote that came with the Apple TV.",CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0085,2299362,CONNECTIVITY,"La revelació de l’iPhoneSan!
Fa 55 weeks que no fa còpies de seguretat. 😱 (Siii, no sé què és pitjor que iPhoneSan no faci copies o que jo no ho hagi vist).
Wifi, connectat a la corrent, bloquejat i no fa la còpia. 
Que m’estic deixant de fer?🤔🤔 @AppleSupport any idea? Gràcies https://t.co/p09enijh3j",@667405 We offer support via Twitter in English. Contact us for help in your preferred language here:  https://t.co/IBIY3vMgPj,,CONNECTIVITY,TROUBLESHOOTING,CLARIFY,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
APPLE_GOLD_0086,445992,CONNECTIVITY,@ATT @115858 @AppleSupport there is some major bug and glitch in #IOS11. Why is my phone showing ATT WiFi signal and why am I getting calls on airplane mode?? Quality at Apple is deteriorating. @116333 you have to address this security issue ASAP. @121927 @220626 @132459 $aapl https://t.co/hYUfk7T0HX,@220625 You've reached the right place for support. We're happy to answer all your questions. When did you first notice these issues? DM us with the model of iPhone you're using to continue. https://t.co/GDrqU22YpT,,CONNECTIVITY,TROUBLESHOOTING,ESCALATE,0.78,AI first-pass annotation; review against taxonomy/policy. Sampling bucket is not ground truth.,[],False,False,,False,,,,,,,
